"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",8762,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",8330,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",7920,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",7457,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",7110,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",6736,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",6217,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",5762,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",5413,,
"GBR","United Kingdom","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",5250,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",3097,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",4203,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",4361,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",5371,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",7412,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",10688,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",10399,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",3447,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",6009,,
"GBR","United Kingdom","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",10791,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2010","2010",729147,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2011","2011",791602,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2012","2012",834557,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2013","2013",859470,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2014","2014",851970,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2015","2015",856446,,
"USA","United States","TNBD","Total number of doctors","TOT","Total","2016","2016",862965,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",548002,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",596406,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",626866,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",645032,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",640199,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",642961,,
"USA","United States","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",647335,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",181145,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",195196,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",207691,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",214438,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",211771,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",213485,,
"USA","United States","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",215630,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",7318,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",7211,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",7325,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",6475,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",6564,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",6594,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",6745,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",7033,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",7344,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",7483,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2012","2012",2779650,,
"USA","United States","TNBN","Total number of nurses","TOT","Total","2015","2015",2928810,,
"USA","United States","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",2612871,"E","Estimated value"
"USA","United States","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",2732580,"E","Estimated value"
"USA","United States","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",166779,"E","Estimated value"
"USA","United States","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",196230,"E","Estimated value"
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",9537,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",6618,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",5813,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",4891,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",5534,,
"USA","United States","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",6470,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2014","2014",36013,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2015","2015",38580,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2016","2016",41722,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2017","2017",45088,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2018","2018",48531,,
"CHL","Chile","TNBD","Total number of doctors","TOT","Total","2019","2019",51754,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",30156,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",32233,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",34264,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",35497,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",37480,,
"CHL","Chile","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",40981,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",5489,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",6219,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",7457,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",9591,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",11038,,
"CHL","Chile","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",10773,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",368,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",128,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",1,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",13,,
"CHL","Chile","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",0,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2014","2014",34674,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2015","2015",37129,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2016","2016",44406,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2017","2017",50062,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2018","2018",55508,,
"CHL","Chile","TNBN","Total number of nurses","TOT","Total","2019","2019",55901,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",33870,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",36222,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",43367,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",48906,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",54373,,
"CHL","Chile","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",54676,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",702,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",821,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",944,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",1048,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",1135,,
"CHL","Chile","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",1225,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",102,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",86,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",95,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",108,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",0,,
"CHL","Chile","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",0,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2010","2010",5764,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2011","2011",5884,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2012","2012",6018,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2013","2013",6159,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2014","2014",6293,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2015","2015",6420,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2016","2016",6535,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2017","2017",6664,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2018","2018",6786,,
"EST","Estonia","TNBD","Total number of doctors","TOT","Total","2019","2019",6882,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",5682,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",5782,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",5897,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",6014,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",6127,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",6225,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",6319,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",6426,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",6524,,
"EST","Estonia","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",6611,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",82,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",102,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",121,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",145,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",166,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",195,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",216,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",238,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",262,,
"EST","Estonia","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",271,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",11,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",20,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",19,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",24,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",21,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",29,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",21,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",22,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",24,,
"EST","Estonia","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",9,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2010","2010",11268,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2011","2011",11543,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2012","2012",11856,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2013","2013",12208,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2014","2014",12521,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2015","2015",12846,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2016","2016",13171,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2017","2017",13506,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2018","2018",13790,,
"EST","Estonia","TNBN","Total number of nurses","TOT","Total","2019","2019",14083,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",11265,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",11539,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",11852,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",12204,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",12517,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",12838,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",13161,,
"EST","Estonia","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",13490,,
